car_list,,,,,,,,,,,,,,,,,,,,,,,,,
모델명,제조사,유종,배기량,공차중량,변속형식,도심주행연비,고속도로주행연비,복합연비,등급,CO2배출량,연비신고구분,국산/수입,자동차형식,자동차종류,승차정원,엔진형식,최고출력(ps/rpm),최고토크(kgm/rpm),연료공급방식,변속형식,굴림방식,타이어사이즈(전),타이어사이즈(후),연료탱크용량(ℓ),자동차유형
"스토닉 1.6디젤 7DCT 19MY (15"" 타이어) (15)",기아,경유,"1,582cc","1,260kg",자동7,16.1㎞/ℓ,18.1㎞/ℓ,17.0㎞/ℓ,1등급,109g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4FB,110/4000,30.6/1750~2500,CRD,자동7,FF,185/65R15,185/65R15,45,기타형
"스포티지 1.6디젤 2WD (PE/17""타이어)",기아,경유,"1,598cc","1,575kg",자동7,15.5㎞/ℓ,17.5㎞/ℓ,16.3㎞/ℓ,1등급,114g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4FE,136/4000,32.6/2000~2250,CRD,자동7,FF,225/60R17,225/60R17,62,다목적형
"스토닉 1.6디젤 7DCT 19MY (17"" 타이어) (15)",기아,경유,"1,582cc","1,275kg",자동7,15.8㎞/ℓ,17.8㎞/ℓ,16.7㎞/ℓ,1등급,111g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4FB,110/4000,30.6/1750~2500,CRD,자동7,FF,205/55R17,205/55R17,45,기타형
"투싼 개조차 1.6디젤 2WD (17""타이어)",현대,경유,"1,598cc","1,580kg",자동7,15.3㎞/ℓ,17.6㎞/ℓ,16.3㎞/ℓ,1등급,115g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4FE,136/4000,32.6/2000~2250,CRD,자동7,FF,225/60R17,225/60R17,62,다목적형
MINI Cooper D Five Door,MINI,경유,"1,496cc","1,340kg",자동7,15.0㎞/ℓ,18.7㎞/ℓ,16.5㎞/ℓ,1등급,113g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B37C15A,116/4000,27.55/1750-2250,직접분사,자동7,FF,195/55R16,195/55R16,44,일반형
MINI Cooper D,MINI,경유,"1,496cc","1,265kg",자동7,15.5㎞/ℓ,19.0㎞/ℓ,16.9㎞/ℓ,1등급,109g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B37C15A,116/4000,27.55/1750-2250,직접분사,자동7,FF,195/55R16,195/55R16,44,일반형
MINI Cooper SD,MINI,경유,"1,995cc","1,310kg",자동8,14.7㎞/ℓ,18.1㎞/ℓ,16.1㎞/ℓ,1등급,116g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B47C20B,170/4000,36.73/1500-2750,직접분사,자동8,FF,195/55R16,195/55R16,44,일반형
K5 2.0GDI 하이브리드 개조차_17인치타이어,기아,휘발유,"1,999cc","1,595kg",자동6,16.8㎞/ℓ,17.7㎞/ℓ,17.2㎞/ℓ,1등급,94g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4NG,156/6000,19.3/4800,직접분사,자동6,FF,215/55R17,215/55R17,60,일반형
K5 2.0GDI 하이브리드 개조차_16인치타이어,기아,휘발유,"1,999cc","1,580kg",자동6,17.5㎞/ℓ,18.6㎞/ℓ,18.0㎞/ℓ,1등급,89g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4NG,156/6000,19.3/5000,직접분사,자동6,FF,205/65R16,205/65R16,60,일반형
토요타 Prius C,토요타,휘발유,"1,497cc","1,150kg",무단변속,19.4㎞/ℓ,17.7㎞/ℓ,18.6㎞/ℓ,1등급,84g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,1NZ,72/4800,11.3/3600~4400,전자분사,무단변속,FF,175/65R15,175/65R15,36,일반형
토요타 Camry Hybrid,토요타,휘발유,"2,487cc","1,655kg",무단변속,17.1㎞/ℓ,16.2㎞/ℓ,16.7㎞/ℓ,1등급,95g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,A25A,178/5700,22.5/3600-5200,전자분사,무단변속,FF,235/45R18,235/45R18,49.3,일반형
렉서스 CT200h,토요타,휘발유,"1,798cc","1,455kg",무단변속,17.9㎞/ℓ,16.1㎞/ℓ,17.0㎞/ℓ,1등급,93g/km,3개 부처 공동고시,수입,내연기관,승용차,5,2ZR,"99/5,200",14.5/4000,MPI,무단변속,FF,215/45R17,215/45R17,45,일반형
그랜저 2.4 하이브리드 (15),현대,휘발유,"2,359cc","1,675kg",자동6,16.1㎞/ℓ,16.2㎞/ℓ,16.2㎞/ℓ,1등급,97g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4KK,159/5500,21.0/4500,MPI,자동6,FF,225/55R17,225/55R17,65,일반형
니로 1.6GDI 하이브리드_16''타이어 (15),기아,휘발유,"1,580cc","1,425kg",자동6,20.1㎞/ℓ,18.7㎞/ℓ,19.5㎞/ℓ,1등급,79g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4LE,105/5700,15/4000,직접분사,자동6,FF,205/60R16,205/60R16,45,기타형
니로 1.6GDI 하이브리드_18''타이어 (15),기아,휘발유,"1,580cc","1,465kg",자동6,17.7㎞/ℓ,16.4㎞/ℓ,17.1㎞/ℓ,1등급,92g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4LE,105/5700,15/4000,직접분사,자동6,FF,225/45R18,225/45R18,45,기타형
"K7 2.4하이브리드 (17""타이어) (15)",기아,휘발유,"2,359cc","1,680kg",자동6,16.1㎞/ℓ,16.2㎞/ℓ,16.2㎞/ℓ,1등급,97g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4KK,159/5500,21/4500,MPI,자동6,FF,225/55R17,225/55R17,65,일반형
아이오닉 1.6GDI 하이브리드 6DCT_17''타이어,현대,휘발유,"1,580cc","1,410kg",자동6,20.4㎞/ℓ,19.9㎞/ℓ,20.2㎞/ℓ,1등급,78g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4LE,105/5700,15/4000,직접분사,자동6,FF,225/45R17,225/45R17,45,일반형
아이오닉 1.6GDI 하이브리드 6DCT_15''타이어,현대,휘발유,"1,580cc","1,380kg",자동6,22.5㎞/ℓ,22.2㎞/ℓ,22.4㎞/ℓ,1등급,69g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4LE,105/5700,15/4000,직접분사,자동6,FF,195/65R15,195/65R15,45,일반형
ACCORD HYBRID,혼다,휘발유,"1,993cc","1,540kg",무단변속,19.2㎞/ℓ,18.7㎞/ℓ,18.9㎞/ℓ,1등급,82g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,LFB2,145/6200,17.8/3500,MPI,무단변속,FF,225/50R17,225/50R17,48.5,일반형
ACCORD HYBRID,혼다,휘발유,"1,993cc","1,550kg",무단변속,19.2㎞/ℓ,18.7㎞/ℓ,18.9㎞/ℓ,1등급,82g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,LFB2,145/6200,17.8/3500,MPI,무단변속,FF,225/50R17,225/50R17,48.5,일반형
BMW 218d Active Tourer,BMW,경유,"1,995cc","1,626kg",자동7,14.2㎞/ℓ,18.2㎞/ℓ,15.8㎞/ℓ,2등급,119g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B47C20B,150/4000,36.71/1500-2500,직접분사,자동7,FF,225/50R18,225/50R18,45,일반형
토요타 RAV4 Hybrid AWD,토요타,휘발유,"2,487cc","1,730kg",무단변속,15.8㎞/ℓ,14.6㎞/ℓ,15.2㎞/ℓ,2등급,104g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,A25A,178/5700,22.5/3600-5200,전자분사,무단변속,AWD,225/60R18,225/60R18,55,다목적형
토요타 RAV4 Hybrid 2WD,토요타,휘발유,"2,487cc","1,650kg",무단변속,16.2㎞/ℓ,14.7㎞/ℓ,15.5㎞/ℓ,2등급,102g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,A25A,178/5700,22.5/3600-5200,전자분사,무단변속,FF,225/60R18,225/60R18,55,다목적형
아반떼 1.6 가솔린 16인치 타이어(22MY),현대,휘발유,"1,598cc","1,225kg",무단변속,13.3㎞/ℓ,17.3㎞/ℓ,14.9㎞/ℓ,2등급,110g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FM,123/6300,15.7/4500,MPI,무단변속,FF,205/55R16,205/55R16,47,일반형
아반떼 1.6 가솔린 15인치 타이어(22MY),현대,휘발유,"1,598cc","1,210kg",무단변속,13.8㎞/ℓ,17.7㎞/ℓ,15.4㎞/ℓ,2등급,106g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FM,123/6300,15.7/4500,MPI,무단변속,FF,195/65R15,195/65R15,47,일반형
Jetta,폭스바겐,휘발유,"1,498cc","1,415kg",자동8,12.3㎞/ℓ,17.1㎞/ℓ,14.1㎞/ℓ,2등급,119g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DNK,160 / 5500,25.5 / 1750-4000,직접분사,자동8,FF,205/55R17,205/55R17,51.1,일반형
Arteon 2.0TDI 4Motion,폭스바겐,경유,"1,968cc","1,766kg",자동7,12.4㎞/ℓ,16.2㎞/ℓ,13.8㎞/ℓ,2등급,137g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DTU,200 / 3600-4100,40.8 / 1750-3500,직접분사,자동7,AWD,245/35R20,245/35R20,68.3,일반형
Q3 35 TDI,아우디,경유,"1,968cc","1,645kg",자동7,13.4㎞/ℓ,16.9㎞/ℓ,14.8㎞/ℓ,2등급,128g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DTS,150 / 3000-4200,36.7 / 1600-2750,직접분사,자동7,FF,235/50R19,235/50R19,60,다목적형
Q3 Sportback 35 TDI,아우디,경유,"1,968cc","1,660kg",자동7,13.4㎞/ℓ,16.9㎞/ℓ,14.8㎞/ℓ,2등급,128g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DTS,150 / 3000-4200,36.7 / 1600-2750,직접분사,자동7,FF,235/50R19,235/50R19,60,다목적형
쏘렌토 2.2디젤 2WD 6인 18인치 타이어(22),기아,경유,"2,151cc","1,785kg",자동8,12.7㎞/ℓ,16.4㎞/ℓ,14.1㎞/ℓ,2등급,134g/km,3개 부처 공동고시,국산,내연기관,승용차,6,D4HE,194/3800,45/1750~2750,CRD,자동8,2WD,235/60R18,235/60R18,67,다목적형
쏘렌토 2.2디젤 2WD 5인 18인치 타이어(22),기아,경유,"2,151cc","1,755kg",자동8,12.7㎞/ℓ,16.4㎞/ℓ,14.1㎞/ℓ,2등급,134g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HE,194/3800,45/1750~2750,CRD,자동8,2WD,235/60R18,235/60R18,67,다목적형
쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠)(22),기아,경유,"2,151cc","1,785kg",자동8,12.6㎞/ℓ,16.2㎞/ℓ,14.0㎞/ℓ,2등급,135g/km,3개 부처 공동고시,국산,내연기관,승용차,6,D4HE,194/3800,45/1750~2750,CRD,자동8,2WD,235/60R18,235/60R18,67,다목적형
쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠)(22),기아,경유,"2,151cc","1,755kg",자동8,12.6㎞/ℓ,16.2㎞/ℓ,14.0㎞/ℓ,2등급,135g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HE,194/3800,45/1750~2750,CRD,자동8,2WD,235/60R18,235/60R18,67,다목적형
"싼타페 1.6T-GDI HEV 2WD 6인 17""타이어(22MY)",현대,휘발유,"1,598cc","1,810kg",자동6,16.4㎞/ℓ,14.0㎞/ℓ,15.3㎞/ℓ,2등급,106g/km,3개 부처 공동고시,국산,하이브리드,승용차,6,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
"싼타페 1.6T-GD HEV 2WD 6인 17""(빌트인캠)(22MY)",현대,휘발유,"1,598cc","1,810kg",자동6,16.1㎞/ℓ,13.8㎞/ℓ,15.0㎞/ℓ,2등급,108g/km,3개 부처 공동고시,국산,하이브리드,승용차,6,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
"싼타페 1.6T-GDI HEV 2WD 5인 17""(빌트인캠)(22MY)",현대,휘발유,"1,598cc","1,760kg",자동6,16.1㎞/ℓ,13.8㎞/ℓ,15.0㎞/ℓ,2등급,108g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
"싼타페 1.6T-GDI HEV 2WD 5인 17""타이어(22MY)",현대,휘발유,"1,598cc","1,760kg",자동6,16.4㎞/ℓ,14.0㎞/ℓ,15.3㎞/ℓ,2등급,106g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
쏘렌토 2.2디젤 2WD 7인 18인치 타이어(22),기아,경유,"2,151cc","1,800kg",자동8,12.7㎞/ℓ,16.4㎞/ℓ,14.1㎞/ℓ,2등급,134g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HE,194/3800,45/1750~2750,CRD,자동8,2WD,235/60R18,235/60R18,67,다목적형
스포티지 2.0디젤 2WD 8AT 17인치(22),기아,경유,"1,998cc","1,620kg",자동8,12.9㎞/ℓ,17.0㎞/ℓ,14.5㎞/ℓ,2등급,131g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/65R17,235/65R17,54,다목적형
투싼 2.0디젤 2WD 8AT 18인치(빌트인캠)(22),현대,경유,"1,998cc","1,620kg",자동8,12.6㎞/ℓ,16.3㎞/ℓ,14.1㎞/ℓ,2등급,135g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/60R18,235/60R18,54,다목적형
"싼타페 1.6T-GDI HEV 2WD 7인 17""(빌트인캠)(22MY)",현대,휘발유,"1,598cc","1,810kg",자동6,16.1㎞/ℓ,13.8㎞/ℓ,15.0㎞/ℓ,2등급,108g/km,3개 부처 공동고시,국산,하이브리드,승용차,7,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
스포티지 2.0디젤 2WD 8AT 19인치 (빌트인캠)(22),기아,경유,"1,998cc","1,640kg",자동8,12.3㎞/ℓ,16.0㎞/ℓ,13.8㎞/ℓ,2등급,138g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/55R19,235/55R19,54,다목적형
싼타페 2.2디젤 2WD 7인 18인치(22),현대,경유,"2,151cc","1,785kg",자동8,12.8㎞/ℓ,16.0㎞/ℓ,14.1㎞/ℓ,2등급,135g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HE,194/3800,45/1750~2750,CRD,자동8,FF,235/60R18,235/60R18,67,다목적형
스포티지 2.0디젤 2WD 8AT 18인치(22),기아,경유,"1,998cc","1,650kg",자동8,12.3㎞/ℓ,16.3㎞/ℓ,13.9㎞/ℓ,2등급,137g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/60R18,235/60R18,54,다목적형
투싼 2.0디젤 2WD 8AT 17인치(22),현대,경유,"1,998cc","1,610kg",자동8,13.0㎞/ℓ,16.8㎞/ℓ,14.5㎞/ℓ,2등급,131g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/65R17,235/65R17,54,다목적형
"싼타페 1.6T-GDI HEV 2WD 7인 19""타이어(22MY)",현대,휘발유,"1,598cc","1,840kg",자동6,15.2㎞/ℓ,13.3㎞/ℓ,14.3㎞/ℓ,2등급,114g/km,3개 부처 공동고시,국산,하이브리드,승용차,7,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/55R19,235/55R19,67,다목적형
"싼타페 1.6T-GDI HEV 2WD 6인 19""타이어(22MY)",현대,휘발유,"1,598cc","1,840kg",자동6,15.2㎞/ℓ,13.3㎞/ℓ,14.3㎞/ℓ,2등급,114g/km,3개 부처 공동고시,국산,하이브리드,승용차,6,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/55R19,235/55R19,67,다목적형
투싼 2.0디젤 2WD 8AT 19인치(빌트인캠)(22),현대,경유,"1,998cc","1,640kg",자동8,12.5㎞/ℓ,15.7㎞/ℓ,13.8㎞/ℓ,2등급,138g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/55R19,235/55R19,54,다목적형
쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠)(22),기아,경유,"2,151cc","1,800kg",자동8,12.6㎞/ℓ,16.2㎞/ℓ,14.0㎞/ℓ,2등급,135g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HE,194/3800,45/1750~2750,CRD,자동8,2WD,235/60R18,235/60R18,67,다목적형
투싼 2.0디젤 2WD 8AT 18인치(22),현대,경유,"1,998cc","1,620kg",자동8,12.8㎞/ℓ,16.3㎞/ℓ,14.2㎞/ℓ,2등급,134g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/60R18,235/60R18,54,다목적형
투싼 2.0디젤 2WD 8AT 19인치(22),현대,경유,"1,998cc","1,640kg",자동8,12.5㎞/ℓ,15.7㎞/ℓ,13.8㎞/ℓ,2등급,138g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/55R19,235/55R19,54,다목적형
스포티지 2.0디젤 2WD 8AT 19인치(22),기아,경유,"1,998cc","1,640kg",자동8,12.5㎞/ℓ,16.2㎞/ℓ,14.0㎞/ℓ,2등급,136g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/55R19,235/55R19,54,다목적형
스포티지 2.0디젤 2WD 8AT 18인치 (빌트인캠)(22),기아,경유,"1,998cc","1,650kg",자동8,12.3㎞/ℓ,16.1㎞/ℓ,13.8㎞/ℓ,2등급,138g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,184/4000,42.5/2000~2750,CRD,자동8,FF,235/60R18,235/60R18,54,다목적형
싼타페 2.2디젤 2WD 5인 18인치(빌트인캠)(22),현대,경유,"2,151cc","1,735kg",자동8,12.7㎞/ℓ,15.8㎞/ℓ,14.0㎞/ℓ,2등급,136g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HE,194/3800,45/1750~2750,CRD,자동8,FF,235/60R18,235/60R18,67,다목적형
싼타페 2.2디젤 2WD 6인 18인치(빌트인캠)(22),현대,경유,"2,151cc","1,785kg",자동8,12.7㎞/ℓ,15.8㎞/ℓ,14.0㎞/ℓ,2등급,136g/km,3개 부처 공동고시,국산,내연기관,승용차,6,D4HE,194/3800,45/1750~2750,CRD,자동8,FF,235/60R18,235/60R18,67,다목적형
싼타페 2.2디젤 2WD 5인 18인치(22),현대,경유,"2,151cc","1,735kg",자동8,12.8㎞/ℓ,16.0㎞/ℓ,14.1㎞/ℓ,2등급,135g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HE,194/3800,45/1750~2750,CRD,자동8,FF,235/60R18,235/60R18,67,다목적형
싼타페 2.2디젤 2WD 7인 18인치(빌트인캠)(22),현대,경유,"2,151cc","1,785kg",자동8,12.7㎞/ℓ,15.8㎞/ℓ,14.0㎞/ℓ,2등급,136g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HE,194/3800,45/1750~2750,CRD,자동8,FF,235/60R18,235/60R18,67,다목적형
싼타페 2.2디젤 2WD 6인 18인치(22),현대,경유,"2,151cc","1,785kg",자동8,12.8㎞/ℓ,16.0㎞/ℓ,14.1㎞/ℓ,2등급,135g/km,3개 부처 공동고시,국산,내연기관,승용차,6,D4HE,194/3800,45/1750~2750,CRD,자동8,FF,235/60R18,235/60R18,67,다목적형
"싼타페 1.6T-GDI HEV 2WD 5인 19""타이어(22MY)",현대,휘발유,"1,598cc","1,790kg",자동6,15.2㎞/ℓ,13.3㎞/ℓ,14.3㎞/ℓ,2등급,114g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/55R19,235/55R19,67,다목적형
"싼타페 1.6T-GDI HEV 2WD 7인 17""타이어(22MY)",현대,휘발유,"1,598cc","1,810kg",자동6,16.4㎞/ℓ,14.0㎞/ℓ,15.3㎞/ℓ,2등급,106g/km,3개 부처 공동고시,국산,하이브리드,승용차,7,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
스포티지 1.6T-GDI 하이브리드 4WD 6AT (빌트인캠),기아,휘발유,"1,598cc","1,690kg",자동6,14.6㎞/ℓ,14.9㎞/ℓ,14.8㎞/ℓ,2등급,110g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,AWD,235/60R18,235/60R18,52,다목적형
스포티지 1.6T-GDI 하이브리드 4WD 6AT,기아,휘발유,"1,598cc","1,690kg",자동6,15.4㎞/ℓ,14.9㎞/ℓ,15.2㎞/ℓ,2등급,107g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,AWD,235/60R18,235/60R18,52,다목적형
스포티지 2.0디젤 2WD 8AT 19인치,기아,경유,"1,998cc","1,635kg",자동8,12.7㎞/ℓ,16.2㎞/ℓ,14.1㎞/ℓ,2등급,135g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,186/4000,42.5/2000~2750,CRD,자동8,FF,235/55R19,235/55R19,54,다목적형
스포티지 2.0디젤 2WD 8AT 19인치 (빌트인캠),기아,경유,"1,998cc","1,635kg",자동8,12.5㎞/ℓ,15.9㎞/ℓ,13.9㎞/ℓ,2등급,137g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,186/4000,42.5/2000~2750,CRD,자동8,FF,235/55R19,235/55R19,54,다목적형
스포티지 2.0디젤 2WD 8AT 18인치,기아,경유,"1,998cc","1,645kg",자동8,12.5㎞/ℓ,16.2㎞/ℓ,14.0㎞/ℓ,2등급,136g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,186/4000,42.5/2000~2750,CRD,자동8,FF,235/60R18,235/60R18,54,다목적형
스포티지 2.0디젤 2WD 8AT 18인치 (빌트인캠),기아,경유,"1,998cc","1,645kg",자동8,12.5㎞/ℓ,16.0㎞/ℓ,13.9㎞/ℓ,2등급,137g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,186/4000,42.5/2000~2750,CRD,자동8,FF,235/60R18,235/60R18,54,다목적형
스포티지 2.0디젤 2WD 8AT 17인치,기아,경유,"1,998cc","1,615kg",자동8,13.4㎞/ℓ,16.2㎞/ℓ,14.6㎞/ℓ,2등급,130g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HD,186/4000,42.5/2000~2750,CRD,자동8,FF,235/65R17,235/65R17,54,다목적형
Mercedes-Benz CLS300 d 4MATIC,벤츠,경유,"1,993cc","1,915kg",,12.6㎞/ℓ,15.9㎞/ℓ,13.9㎞/ℓ,2등급,137g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,654 820,265/4200,56.1/1800-2200,전자분사,자동9,AWD,245/35 R20,275/35 R19,66,일반형
투싼 1.6T-GDI 하이브리드 6AT 19인치 (빌트인캠),현대,휘발유,"1,598cc","1,620kg",자동6,16.0㎞/ℓ,14.5㎞/ℓ,15.3㎞/ℓ,2등급,105g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/55R19,235/55R19,52,다목적형
Passat GT 2.0TDI 4Motion,폭스바겐,경유,"1,968cc","1,676kg",자동7,12.8㎞/ℓ,16.7㎞/ℓ,14.3㎞/ℓ,2등급,133g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DTU,200 / 3600 - 4100,40.8 / 1750 - 3500,직접분사,자동7,AWD,235/45 R18,235/45 R18,68.3,일반형
투싼 1.6T-GDI 하이브리드 6AT 19인치,현대,휘발유,"1,598cc","1,620kg",자동6,16.7㎞/ℓ,14.8㎞/ℓ,15.8㎞/ℓ,2등급,102g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/55R19,235/55R19,52,다목적형
BMW 420d Gran Coupe,BMW,경유,"1,995cc","1,733kg",자동8,13.4㎞/ℓ,17.5㎞/ℓ,15.0㎞/ℓ,2등급,126g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B47D20B,190/4000,40.79/1750-2500,직접분사,자동8,FR,245/40R19,255/40R19,59,일반형
BMW 320d(MY22),BMW,경유,"1,995cc","1,638kg",자동8,13.6㎞/ℓ,17.4㎞/ℓ,15.1㎞/ℓ,2등급,125g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B47D20B,190/4000,40.79/1750-2500,직접분사,자동8,FR,225/45R18,225/45R18,59,일반형
G80 2.2디젤 2WD 19인치 (SP),현대,경유,"2,151cc","1,850kg",자동8,12.1㎞/ℓ,16.9㎞/ℓ,13.9㎞/ℓ,2등급,137g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HF,210/3800,45.0/1750~2750,CRD,자동8,FR,245/45R19,275/40R19,65,일반형
"싼타페 1.6T-GDI 하이브리드 2WD 7인 17""타이어",현대,휘발유,"1,598cc","1,800kg",자동6,16.4㎞/ℓ,14.0㎞/ℓ,15.3㎞/ℓ,2등급,106g/km,3개 부처 공동고시,국산,하이브리드,승용차,7,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
"싼타페 1.6T-GDI 하이브리드 2WD 7인 17""(빌트인캠)",현대,휘발유,"1,598cc","1,800kg",자동6,16.1㎞/ℓ,13.8㎞/ℓ,15.0㎞/ℓ,2등급,108g/km,3개 부처 공동고시,국산,하이브리드,승용차,7,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
"싼타페 1.6T-GDI 하이브리드 2WD 5인 19""타이어",현대,휘발유,"1,598cc","1,780kg",자동6,15.2㎞/ℓ,13.3㎞/ℓ,14.3㎞/ℓ,2등급,114g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/55R19,235/55R19,67,다목적형
"싼타페 1.6T-GDI 하이브리드 2WD 7인 19""타이어",현대,휘발유,"1,598cc","1,830kg",자동6,15.2㎞/ℓ,13.3㎞/ℓ,14.3㎞/ℓ,2등급,114g/km,3개 부처 공동고시,국산,하이브리드,승용차,7,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/55R19,235/55R19,67,다목적형
"싼타페 1.6T-GDI 하이브리드 2WD 5인 17""(빌트인캠)",현대,휘발유,"1,598cc","1,750kg",자동6,16.1㎞/ℓ,13.8㎞/ℓ,15.0㎞/ℓ,2등급,108g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
"싼타페 1.6T-GDI 하이브리드 2WD 5인 17""타이어",현대,휘발유,"1,598cc","1,750kg",자동6,16.4㎞/ℓ,14.0㎞/ℓ,15.3㎞/ℓ,2등급,106g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,FF,235/65R17,235/65R17,67,다목적형
